Trading_date,option_code,K,P,Trading_volume,Maturity_date,T,S,q,r,Rt,Rt2,sigma2,EWMA_sigma,estimated_sigma,spot_price_using_estimation,gap
2016/9/28,10000705,2.25,0.0477,26451,2016-10-26T00:00:00Z,0.076712329,2.219,0.02030313,0.015,-0.004486,2.00E-05,4.30E-05,0.104503,0.117803,0.047716058,0
2016/9/29,10000705,2.25,0.0371,19495,2016-10-26T00:00:00Z,0.073972603,2.23,0.02030313,0.015,0.004957,2.50E-05,4.20E-05,0.103137,0.104337,0.037104678,0
2016/9/30,10000705,2.25,0.0375,16619,2016-10-26T00:00:00Z,0.071232877,2.235,0.02030313,0.015,0.002242,5.00E-06,4.00E-05,0.100374,0.121274,0.037519231,0
2016/10/10,10000705,2.25,0.018,35216,2016-10-26T00:00:00Z,0.043835616,2.262,0.02030313,0.015,0.012081,0.000146,4.60E-05,0.108061,0.123761,0.018016464,0
2016/10/11,10000705,2.25,0.0157,22811,2016-10-26T00:00:00Z,0.04109589,2.265,0.02030313,0.015,0.001326,2.00E-06,4.40E-05,0.104895,0.121695,0.015701855,0
2016/10/12,10000705,2.25,0.0174,18692,2016-10-26T00:00:00Z,0.038356164,2.257,0.02030313,0.015,-0.003532,1.20E-05,4.20E-05,0.102623,0.116623,0.017416356,0
2016/10/13,10000705,2.25,0.0169,19921,2016-10-26T00:00:00Z,0.035616438,2.257,0.02030313,0.015,0,0,3.90E-05,0.099497,0.118097,0.016910126,0
2016/10/14,10000705,2.25,0.0113,27013,2016-10-26T00:00:00Z,0.032876712,2.266,0.02030313,0.015,0.003988,1.60E-05,3.80E-05,0.097704,0.110504,0.011302355,0
2016/10/17,10000705,2.25,0.0171,32090,2016-10-26T00:00:00Z,0.024657534,2.25,0.02030313,0.015,-0.007061,5.00E-05,3.90E-05,0.098626,0.120426,0.017113945,0
2016/10/18,10000705,2.25,0.006,41708,2016-10-26T00:00:00Z,0.021917808,2.282,0.02030313,0.015,0.014222,0.000202,4.80E-05,0.110462,0.130662,0.006009293,0
2016/10/19,10000706,2.3,0.03,30717,2016-10-26T00:00:00Z,0.019178082,2.279,0.02030313,0.015,-0.001315,2.00E-06,4.60E-05,0.107219,0.137319,0.030000799,0
2016/10/20,10000706,2.3,0.0267,20131,2016-10-26T00:00:00Z,0.016438356,2.28,0.02030313,0.015,0.000439,0,4.30E-05,0.103966,0.123066,0.026702417,0
2016/10/21,10000706,2.3,0.0159,41222,2016-10-26T00:00:00Z,0.01369863,2.295,0.02030313,0.015,0.006579,4.30E-05,4.30E-05,0.103995,0.122695,0.015902843,0
2016/10/24,10000722,2.3,0.0243,42547,2016-11-23T00:00:00Z,0.082191781,2.324,0.02030313,0.015,0.012636,0.00016,5.00E-05,0.112162,0.130962,0.02430442,0
2016/10/25,10000722,2.3,0.0243,26740,2016-11-23T00:00:00Z,0.079452055,2.319,0.02030313,0.015,-0.002151,5.00E-06,4.70E-05,0.109066,0.125466,0.02432517,0
2016/10/26,10000722,2.3,0.0282,30848,2016-11-23T00:00:00Z,0.076712329,2.311,0.02030313,0.015,-0.00345,1.20E-05,4.50E-05,0.106591,0.129691,0.028210759,0
2016/10/27,10000722,2.3,0.028,31409,2016-11-23T00:00:00Z,0.073972603,2.305,0.02030313,0.015,-0.002596,7.00E-06,4.30E-05,0.103836,0.120336,0.02802165,0
2016/10/28,10000722,2.3,0.0281,44931,2016-11-23T00:00:00Z,0.071232877,2.307,0.02030313,0.015,0.000868,1.00E-06,4.00E-05,0.100729,0.126829,0.028101219,0
2016/10/31,10000722,2.3,0.0263,38655,2016-11-23T00:00:00Z,0.063013699,2.305,0.02030313,0.015,-0.000867,1.00E-06,3.80E-05,0.097719,0.123219,0.026316596,0
2016/11/1,10000722,2.3,0.0215,30119,2016-11-23T00:00:00Z,0.060273973,2.316,0.02030313,0.015,0.004772,2.30E-05,3.70E-05,0.096542,0.126142,0.021507159,0
2016/11/2,10000722,2.3,0.0297,38314,2016-11-23T00:00:00Z,0.057534247,2.3,0.02030313,0.015,-0.006908,4.80E-05,3.80E-05,0.097379,0.133579,0.029720213,0
2016/11/3,10000722,2.3,0.0224,66734,2016-11-23T00:00:00Z,0.054794521,2.327,0.02030313,0.015,0.011739,0.000138,4.40E-05,0.104869,0.157269,0.022400333,0
2016/11/4,10000722,2.3,0.0215,27625,2016-11-23T00:00:00Z,0.052054795,2.324,0.02030313,0.015,-0.001289,2.00E-06,4.10E-05,0.101797,0.151397,0.021511077,0
2016/11/7,10000722,2.3,0.0212,26234,2016-11-23T00:00:00Z,0.043835616,2.33,0.02030313,0.015,0.002582,7.00E-06,3.90E-05,0.099205,0.175505,0.021201962,0
2016/11/8,10000724,2.35,0.0362,37482,2016-11-23T00:00:00Z,0.04109589,2.338,0.02030313,0.015,0.003433,1.20E-05,3.70E-05,0.097105,0.155905,0.036203043,0
2016/11/9,10000722,2.3,0.0203,77727,2016-11-23T00:00:00Z,0.038356164,2.32,0.02030313,0.015,-0.007699,5.90E-05,3.90E-05,0.098792,0.160992,0.02031478,0
2016/11/10,10000722,2.3,0.0078,44754,2016-11-23T00:00:00Z,0.035616438,2.344,0.02030313,0.015,0.010345,0.000107,4.30E-05,0.103886,0.133986,0.007803645,0
2016/11/11,10000724,2.35,0.0145,51654,2016-11-23T00:00:00Z,0.032876712,2.363,0.02030313,0.015,0.008106,6.60E-05,4.40E-05,0.105538,0.118438,0.01450698,0
2016/11/14,10000724,2.35,0.0129,58879,2016-11-23T00:00:00Z,0.024657534,2.374,0.02030313,0.015,0.004655,2.20E-05,4.30E-05,0.103912,0.154312,0.012909864,0
2016/11/15,10000724,2.35,0.012,28204,2016-11-23T00:00:00Z,0.021917808,2.366,0.02030313,0.015,-0.00337,1.10E-05,4.10E-05,0.101595,0.135295,0.012009243,0
2016/11/16,10000724,2.35,0.0102,25274,2016-11-23T00:00:00Z,0.019178082,2.361,0.02030313,0.015,-0.002113,4.00E-06,3.90E-05,0.098842,0.115142,0.010210957,0
2016/11/17,10000724,2.35,0.0062,27969,2016-11-23T00:00:00Z,0.016438356,2.369,0.02030313,0.015,0.003388,1.10E-05,3.70E-05,0.096732,0.112532,0.006200683,0
2016/11/18,10000724,2.35,0.0064,26237,2016-11-23T00:00:00Z,0.01369863,2.363,0.02030313,0.015,-0.002533,6.00E-06,3.50E-05,0.094301,0.106501,0.006402575,0
2016/11/21,10000670,2.35,0.0243,51181,2016-12-28T00:00:00Z,0.101369863,2.39,0.02030313,0.015,0.011426,0.000131,4.10E-05,0.101652,0.135652,0.024313347,0
2016/11/22,10000693,2.4,0.0399,34003,2016-12-28T00:00:00Z,0.098630137,2.408,0.02030313,0.015,0.007531,5.70E-05,4.20E-05,0.102814,0.143714,0.039925071,0
2016/11/23,10000693,2.4,0.0372,39731,2016-12-28T00:00:00Z,0.095890411,2.415,0.02030313,0.015,0.002907,8.00E-06,4.00E-05,0.100321,0.147321,0.037204976,0
2016/11/24,10000693,2.4,0.0327,43056,2016-12-28T00:00:00Z,0.093150685,2.425,0.02030313,0.015,0.004141,1.70E-05,3.90E-05,0.098589,0.148589,0.032714645,0
2016/11/25,10000693,2.4,0.0201,56534,2016-12-28T00:00:00Z,0.090410959,2.451,0.02030313,0.015,0.010722,0.000115,4.30E-05,0.104281,0.138381,0.020119362,0
2016/11/28,10000693,2.4,0.0198,55320,2016-12-28T00:00:00Z,0.082191781,2.46,0.02030313,0.015,0.003672,1.30E-05,4.10E-05,0.102108,0.154908,0.019815197,0
2016/11/29,10000774,2.4,0.0248,41626,2016-12-28T00:00:00Z,0.079452055,2.446,0.02030313,0.015,-0.005691,3.20E-05,4.10E-05,0.10144,0.16044,0.024817777,0
2016/11/30,10000774,2.4,0.029,35989,2016-12-28T00:00:00Z,0.076712329,2.419,0.02030313,0.015,-0.011038,0.000122,4.60E-05,0.107308,0.140408,0.029019298,0
2016/12/1,10000774,2.4,0.0241,28096,2016-12-28T00:00:00Z,0.073972603,2.433,0.02030313,0.015,0.005788,3.30E-05,4.50E-05,0.106445,0.145145,0.024124714,0
2016/12/2,10000774,2.4,0.03,34461,2016-12-28T00:00:00Z,0.071232877,2.416,0.02030313,0.015,-0.006987,4.90E-05,4.50E-05,0.106719,0.144719,0.03000695,0
2016/12/5,10000693,2.348,0.0248,35521,2016-12-28T00:00:00Z,0.063013699,2.373,0.02030313,0.015,-0.017798,0.000317,6.10E-05,0.12448,0.15078,0.024808269,0
2016/12/6,10000774,2.4,0.0518,29310,2016-12-28T00:00:00Z,0.060273973,2.368,0.02030313,0.015,-0.002107,4.00E-06,5.80E-05,0.120965,0.140965,0.051800248,0
2016/12/7,10000773,2.35,0.0203,26411,2016-12-28T00:00:00Z,0.057534247,2.375,0.02030313,0.015,0.002956,9.00E-06,5.50E-05,0.117842,0.137042,0.020321295,0
2016/12/8,10000774,2.4,0.0426,21662,2016-12-28T00:00:00Z,0.054794521,2.38,0.02030313,0.015,0.002105,4.00E-06,5.20E-05,0.114545,0.139845,0.042602202,0
2016/12/9,10000774,2.4,0.0253,56754,2016-12-28T00:00:00Z,0.052054795,2.413,0.02030313,0.015,0.013866,0.000192,6.00E-05,0.123451,0.142051,0.025310893,0
2016/12/12,10000774,2.4,0.0381,69382,2016-12-28T00:00:00Z,0.043835616,2.386,0.02030313,0.015,-0.011189,0.000125,6.40E-05,0.127353,0.151653,0.038114062,0
2016/12/13,10000774,2.4,0.0436,35578,2016-12-28T00:00:00Z,0.04109589,2.371,0.02030313,0.015,-0.006287,4.00E-05,6.30E-05,0.12587,0.13627,0.043611646,0
2016/12/14,10000774,2.4,0.0496,33545,2016-12-28T00:00:00Z,0.038356164,2.36,0.02030313,0.015,-0.004639,2.20E-05,6.00E-05,0.123362,0.130162,0.049608727,0
2016/12/15,10000773,2.35,0.0534,69649,2016-12-28T00:00:00Z,0.035616438,2.308,0.02030313,0.015,-0.022034,0.000485,8.60E-05,0.147125,0.154525,0.053405004,0
2016/12/16,10000772,2.3,0.0215,32073,2016-12-28T00:00:00Z,0.032876712,2.301,0.02030313,0.015,-0.003033,9.00E-06,8.10E-05,0.143129,0.131029,0.021493253,0
2016/12/19,10000773,2.35,0.0663,33394,2016-12-28T00:00:00Z,0.024657534,2.293,0.02030313,0.015,-0.003477,1.20E-05,7.70E-05,0.139426,0.200426,0.066301032,0
2016/12/20,10000772,2.3,0.0384,43713,2016-12-28T00:00:00Z,0.021917808,2.281,0.02030313,0.015,-0.005233,2.70E-05,7.40E-05,0.136702,0.205002,0.038408414,0
2016/12/21,10000772,2.3,0.0188,35151,2016-12-28T00:00:00Z,0.019178082,2.298,0.02030313,0.015,0.007453,5.60E-05,7.30E-05,0.135669,0.139169,0.018809138,0
2016/12/22,10000772,2.3,0.0211,28290,2016-12-28T00:00:00Z,0.016438356,2.292,0.02030313,0.015,-0.002611,7.00E-06,6.90E-05,0.131927,0.142127,0.021104481,0
2016/12/23,10000772,2.3,0.0272,38421,2016-12-28T00:00:00Z,0.01369863,2.279,0.02030313,0.015,-0.005672,3.20E-05,6.70E-05,0.129795,0.132695,0.027203448,0
2016/12/26,10000772,2.3,0.0116,45869,2016-12-28T00:00:00Z,0.005479452,2.298,0.02030313,0.015,0.008337,7.00E-05,6.70E-05,0.12995,0.15525,0.011604665,0
2016/12/27,10000782,2.3,0.054,25770,2017-01-25T00:00:00Z,0.079452055,2.289,0.02030313,0.015,-0.003916,1.50E-05,6.40E-05,0.126908,0.185508,0.054004454,0
2016/12/28,10000782,2.3,0.0586,38409,2017-01-25T00:00:00Z,0.076712329,2.278,0.02030313,0.015,-0.004806,2.30E-05,6.10E-05,0.124453,0.183153,0.058604999,0
2016/12/29,10000782,2.3,0.0529,33623,2017-01-25T00:00:00Z,0.073972603,2.278,0.02030313,0.015,0,0,5.80E-05,0.120661,0.163061,0.052900958,0
2016/12/30,10000782,2.3,0.049,26520,2017-01-25T00:00:00Z,0.071232877,2.287,0.02030313,0.015,0.003951,1.60E-05,5.50E-05,0.11799,0.17109,0.049014016,0
2017/1/3,10000782,2.3,0.032,35956,2017-01-25T00:00:00Z,0.060273973,2.307,0.02030313,0.015,0.008745,7.60E-05,5.70E-05,0.119343,0.155543,0.032013291,0
2017/1/4,10000782,2.3,0.0237,39105,2017-01-25T00:00:00Z,0.057534247,2.325,0.02030313,0.015,0.007802,6.10E-05,5.70E-05,0.119618,0.156018,0.023702676,0
2017/1/5,10000782,2.3,0.0227,30788,2017-01-25T00:00:00Z,0.054794521,2.322,0.02030313,0.015,-0.00129,2.00E-06,5.30E-05,0.116083,0.149583,0.022708908,0
2017/1/6,10000782,2.3,0.0244,30946,2017-01-25T00:00:00Z,0.052054795,2.314,0.02030313,0.015,-0.003445,1.20E-05,5.10E-05,0.113341,0.145941,0.024402447,0
2017/1/9,10000782,2.3,0.0175,32522,2017-01-25T00:00:00Z,0.043835616,2.319,0.02030313,0.015,0.002161,5.00E-06,4.80E-05,0.110209,0.133309,0.017517514,0
2017/1/10,10000782,2.3,0.0195,27834,2017-01-25T00:00:00Z,0.04109589,2.313,0.02030313,0.015,-0.002587,7.00E-06,4.60E-05,0.107324,0.135524,0.019506492,0
2017/1/11,10000782,2.3,0.0219,44837,2017-01-25T00:00:00Z,0.038356164,2.303,0.02030313,0.015,-0.004323,1.90E-05,4.40E-05,0.105404,0.128804,0.02190221,0
2017/1/12,10000782,2.3,0.0253,39898,2017-01-25T00:00:00Z,0.035616438,2.296,0.02030313,0.015,-0.00304,9.00E-06,4.20E-05,0.102874,0.133174,0.025309547,0
2017/1/13,10000782,2.3,0.0172,47530,2017-01-25T00:00:00Z,0.032876712,2.31,0.02030313,0.015,0.006098,3.70E-05,4.20E-05,0.102519,0.130019,0.017206349,0
2017/1/16,10000782,2.3,0.0092,81993,2017-01-25T00:00:00Z,0.024657534,2.339,0.02030313,0.015,0.012554,0.000158,4.90E-05,0.110737,0.163137,0.009207767,0
2017/1/17,10000782,2.3,0.005,34225,2017-01-25T00:00:00Z,0.021917808,2.329,0.02030313,0.015,-0.004275,1.80E-05,4.70E-05,0.108643,0.111643,0.005006547,0
2017/1/18,10000783,2.35,0.018,36540,2017-01-25T00:00:00Z,0.019178082,2.344,0.02030313,0.015,0.006441,4.10E-05,4.70E-05,0.108269,0.113269,0.018010601,0
2017/1/19,10000783,2.35,0.0197,34751,2017-01-25T00:00:00Z,0.016438356,2.334,0.02030313,0.015,-0.004266,1.80E-05,4.50E-05,0.106274,0.079074,0.019692802,0
2017/1/20,10000783,2.35,0.0096,24351,2017-01-25T00:00:00Z,0.01369863,2.349,0.02030313,0.015,0.006427,4.10E-05,4.50E-05,0.106023,0.082023,0.009593388,0
2017/1/23,10000783,2.35,0.009,25450,2017-01-25T00:00:00Z,0.005479452,2.348,0.02030313,0.015,-0.000426,0,4.20E-05,0.102807,0.114307,0.009005419,0
2017/1/24,10000839,2.35,0.0263,17732,2017-02-22T00:00:00Z,0.079452055,2.354,0.02030313,0.015,0.002555,7.00E-06,4.00E-05,0.100169,0.105269,0.026325402,0
2017/1/25,10000839,2.35,0.021,27561,2017-02-22T00:00:00Z,0.076712329,2.357,0.02030313,0.015,0.001274,2.00E-06,3.80E-05,0.097244,0.091944,0.020981083,0
2017/1/26,10000839,2.35,0.0158,43866,2017-02-22T00:00:00Z,0.073972603,2.366,0.02030313,0.015,0.003818,1.50E-05,3.60E-05,0.095443,0.088143,0.015790047,0
2017/2/3,10000839,2.35,0.0246,42277,2017-02-22T00:00:00Z,0.052054795,2.342,0.02030313,0.015,-0.010144,0.000103,4.00E-05,0.100591,0.093591,0.024582779,0
2017/2/6,10000839,2.35,0.022,47745,2017-02-22T00:00:00Z,0.043835616,2.343,0.02030313,0.015,0.000427,0,3.80E-05,0.097541,0.091741,0.021987567,0
2017/2/7,10000839,2.35,0.0263,37013,2017-02-22T00:00:00Z,0.04109589,2.335,0.02030313,0.015,-0.003414,1.20E-05,3.60E-05,0.095497,0.092197,0.026287126,0
2017/2/8,10000839,2.35,0.0192,50489,2017-02-22T00:00:00Z,0.038356164,2.348,0.02030313,0.015,0.005567,3.10E-05,3.60E-05,0.095085,0.097885,0.019217783,0
2017/2/9,10000839,2.35,0.0155,52613,2017-02-22T00:00:00Z,0.035616438,2.354,0.02030313,0.015,0.002555,7.00E-06,3.40E-05,0.092722,0.097322,0.015504376,0
2017/2/10,10000839,2.35,0.0106,49312,2017-02-22T00:00:00Z,0.032876712,2.366,0.02030313,0.015,0.005098,2.60E-05,3.40E-05,0.092057,0.101457,0.010610051,0
2017/2/13,10000839,2.35,0.0071,34706,2017-02-22T00:00:00Z,0.024657534,2.378,0.02030313,0.015,0.005072,2.60E-05,3.30E-05,0.091405,0.118805,0.007103727,0
2017/2/14,10000840,2.4,0.0336,26149,2017-02-22T00:00:00Z,0.021917808,2.37,0.02030313,0.015,-0.003364,1.10E-05,3.20E-05,0.089581,0.094881,0.033605552,0
2017/2/15,10000840,2.4,0.0346,50030,2017-02-22T00:00:00Z,0.019178082,2.369,0.02030313,0.015,-0.000422,0,3.00E-05,0.086868,0.103868,0.034607092,0
2017/2/16,10000840,2.4,0.0301,33863,2017-02-22T00:00:00Z,0.016438356,2.372,0.02030313,0.015,0.001266,2.00E-06,2.80E-05,0.084365,0.085965,0.030103522,0
2017/2/20,10000840,2.4,0.0138,58595,2017-02-22T00:00:00Z,0.005479452,2.395,0.02030313,0.015,0.014401,0.000207,3.90E-05,0.098642,0.156542,0.013800735,0
2017/2/21,10000794,2.4,0.0358,42789,2017-03-22T00:00:00Z,0.079452055,2.393,0.02030313,0.015,-0.000835,1.00E-06,3.60E-05,0.095692,0.117592,0.035803814,0
2017/2/22,10000794,2.4,0.0321,31077,2017-03-22T00:00:00Z,0.076712329,2.396,0.02030313,0.015,0.001254,2.00E-06,3.40E-05,0.092905,0.111705,0.032107758,0
2017/2/23,10000794,2.4,0.0343,48866,2017-03-22T00:00:00Z,0.073972603,2.387,0.02030313,0.015,-0.003756,1.40E-05,3.30E-05,0.091251,0.103251,0.034312975,0
2017/2/24,10000794,2.4,0.0349,39138,2017-03-22T00:00:00Z,0.071232877,2.385,0.02030313,0.015,-0.000838,1.00E-06,3.10E-05,0.088531,0.103031,0.034916662,0
2017/2/27,10000794,2.4,0.0476,48292,2017-03-22T00:00:00Z,0.063013699,2.367,0.02030313,0.015,-0.007547,5.70E-05,3.30E-05,0.090712,0.115312,0.047606208,0
2017/2/28,10000793,2.35,0.0182,32205,2017-03-22T00:00:00Z,0.060273973,2.368,0.02030313,0.015,0.000422,0,3.10E-05,0.087964,0.112264,0.0182023,0
2017/3/1,10000794,2.4,0.0449,35195,2017-03-22T00:00:00Z,0.057534247,2.368,0.02030313,0.015,0,0,2.90E-05,0.085285,0.110885,0.044909717,0
2017/3/2,10000793,2.35,0.0245,44504,2017-03-22T00:00:00Z,0.054794521,2.353,0.02030313,0.015,-0.006334,4.00E-05,3.00E-05,0.086277,0.116977,0.024521376,0
2017/3/3,10000793,2.35,0.028,53328,2017-03-22T00:00:00Z,0.052054795,2.343,0.02030313,0.015,-0.00425,1.80E-05,2.90E-05,0.085266,0.112466,0.028011476,0
2017/3/6,10000793,2.35,0.0213,39755,2017-03-22T00:00:00Z,0.043835616,2.349,0.02030313,0.015,0.002561,7.00E-06,2.80E-05,0.083266,0.104666,0.021305649,0
2017/3/7,10000793,2.35,0.0191,32427,2017-03-22T00:00:00Z,0.04109589,2.354,0.02030313,0.015,0.002129,5.00E-06,2.60E-05,0.081152,0.109452,0.019107964,0
2017/3/8,10000793,2.35,0.0154,29006,2017-03-22T00:00:00Z,0.038356164,2.355,0.02030313,0.015,0.000425,0,2.50E-05,0.078697,0.095697,0.015410553,0
2017/3/9,10000793,2.35,0.024,48554,2017-03-22T00:00:00Z,0.035616438,2.343,0.02030313,0.015,-0.005096,2.60E-05,2.50E-05,0.07883,0.11363,0.024000021,0
2017/3/10,10000793,2.35,0.025,36742,2017-03-22T00:00:00Z,0.032876712,2.335,0.02030313,0.015,-0.003414,1.20E-05,2.40E-05,0.077574,0.095374,0.025005472,0
2017/3/13,10000793,2.35,0.012,62038,2017-03-22T00:00:00Z,0.024657534,2.355,0.02030313,0.015,0.008565,7.30E-05,2.70E-05,0.082255,0.096555,0.012000892,0
2017/3/14,10000793,2.35,0.0131,29936,2017-03-22T00:00:00Z,0.021917808,2.351,0.02030313,0.015,-0.001699,3.00E-06,2.50E-05,0.080022,0.097022,0.013103653,0
2017/3/15,10000793,2.35,0.0145,41281,2017-03-22T00:00:00Z,0.019178082,2.354,0.02030313,0.015,0.001276,2.00E-06,2.40E-05,0.077743,0.125643,0.01450969,0
2017/3/16,10000793,2.35,0.0036,55980,2017-03-22T00:00:00Z,0.016438356,2.369,0.02030313,0.015,0.006372,4.10E-05,2.50E-05,0.079343,0.086343,0.003609008,0
2017/3/17,10000793,2.35,0.013,54380,2017-03-22T00:00:00Z,0.01369863,2.343,0.02030313,0.015,-0.010975,0.00012,3.10E-05,0.08797,0.08177,0.012993975,0
2017/3/20,10000793,2.35,0.0086,49080,2017-03-22T00:00:00Z,0.005479452,2.347,0.02030313,0.015,0.001707,3.00E-06,2.90E-05,0.085548,0.100348,0.008600139,0
2017/3/21,10000793,2.35,0.005,39055,2017-03-22T00:00:00Z,0.002739726,2.353,0.02030313,0.015,0.002556,7.00E-06,2.80E-05,0.083536,0.129836,0.005001654,0
2017/3/23,10000863,2.35,0.028,86145,2017-04-26T00:00:00Z,0.093150685,2.344,0.02030313,0.015,0.003425,1.20E-05,2.80E-05,0.084173,0.085073,0.028011784,0
2017/3/24,10000863,2.35,0.0154,81431,2017-04-26T00:00:00Z,0.090410959,2.364,0.02030313,0.015,0.008532,7.30E-05,3.10E-05,0.088096,0.075096,0.01539004,0
2017/3/27,10000863,2.35,0.0186,60973,2017-04-26T00:00:00Z,0.082191781,2.36,0.02030313,0.015,-0.001692,3.00E-06,2.90E-05,0.085665,0.084765,0.018597095,0
2017/3/28,10000863,2.35,0.0209,52010,2017-04-26T00:00:00Z,0.079452055,2.354,0.02030313,0.015,-0.002542,6.00E-06,2.80E-05,0.083641,0.084741,0.020910422,0
2017/3/29,10000863,2.35,0.0214,51444,2017-04-26T00:00:00Z,0.076712329,2.352,0.02030313,0.015,-0.00085,1.00E-06,2.60E-05,0.081161,0.084561,0.021419358,0
2017/3/30,10000863,2.35,0.0231,62424,2017-04-26T00:00:00Z,0.073972603,2.343,0.02030313,0.015,-0.003827,1.50E-05,2.50E-05,0.080083,0.074183,0.023080793,0
2017/3/31,10000863,2.35,0.017,45455,2017-04-26T00:00:00Z,0.071232877,2.356,0.02030313,0.015,0.005548,3.10E-05,2.60E-05,0.080585,0.077685,0.01699239,0
2017/4/5,10000863,2.35,0.0085,69407,2017-04-26T00:00:00Z,0.057534247,2.382,0.02030313,0.015,0.011036,0.000122,3.20E-05,0.089138,0.090438,0.008516137,0
2017/4/6,10000864,2.4,0.0298,54141,2017-04-26T00:00:00Z,0.054794521,2.384,0.02030313,0.015,0.00084,1.00E-06,3.00E-05,0.086485,0.091385,0.029808643,0
2017/4/7,10000864,2.4,0.0303,52857,2017-04-26T00:00:00Z,0.052054795,2.384,0.02030313,0.015,0,0,2.80E-05,0.08385,0.09625,0.030302826,0
2017/4/10,10000864,2.4,0.031,37812,2017-04-26T00:00:00Z,0.043835616,2.377,0.02030313,0.015,-0.002936,9.00E-06,2.70E-05,0.082093,0.083593,0.031010038,0
2017/4/11,10000864,2.4,0.0297,93489,2017-04-26T00:00:00Z,0.04109589,2.378,0.02030313,0.015,0.000421,0,2.50E-05,0.079609,0.082909,0.029712734,0
2017/4/12,10000864,2.4,0.0368,54640,2017-04-26T00:00:00Z,0.038356164,2.374,0.02030313,0.015,-0.001682,3.00E-06,2.40E-05,0.077461,0.112561,0.036814348,0
2017/4/13,10000864,2.4,0.037,39713,2017-04-26T00:00:00Z,0.035616438,2.367,0.02030313,0.015,-0.002949,9.00E-06,2.30E-05,0.075971,0.081371,0.037010128,0
2017/4/14,10000863,2.35,0.0147,60763,2017-04-26T00:00:00Z,0.032876712,2.35,0.02030313,0.015,-0.007182,5.20E-05,2.50E-05,0.078773,0.085373,0.014709612,0
2017/4/17,10000863,2.35,0.0111,57590,2017-04-26T00:00:00Z,0.024657534,2.353,0.02030313,0.015,0.001277,2.00E-06,2.30E-05,0.076535,0.084235,0.011103872,0
2017/4/18,10000863,2.35,0.0171,39404,2017-04-26T00:00:00Z,0.021917808,2.338,0.02030313,0.015,-0.006375,4.10E-05,2.40E-05,0.078234,0.070534,0.017096707,0
2017/4/19,10000863,2.35,0.0326,82593,2017-04-26T00:00:00Z,0.019178082,2.322,0.02030313,0.015,-0.006843,4.70E-05,2.60E-05,0.080383,0.110583,0.032607957,0
2017/4/20,10000863,2.35,0.0228,50697,2017-04-26T00:00:00Z,0.016438356,2.331,0.02030313,0.015,0.003876,1.50E-05,2.50E-05,0.079378,0.088078,0.022806573,0
2017/4/21,10000863,2.35,0.0149,52748,2017-04-26T00:00:00Z,0.01369863,2.341,0.02030313,0.015,0.00429,1.80E-05,2.50E-05,0.078747,0.088047,0.014910044,0
2017/4/24,10000863,2.35,0.0177,51028,2017-04-26T00:00:00Z,0.005479452,2.336,0.02030313,0.015,-0.002136,5.00E-06,2.30E-05,0.076799,0.129599,0.017700562,0
2017/4/25,10000863,2.35,0.011,42757,2017-04-26T00:00:00Z,0.002739726,2.342,0.02030313,0.015,0.002568,7.00E-06,2.20E-05,0.075126,0.126026,0.011004067,0
2017/4/26,10000876,2.35,0.0266,61368,2017-05-24T00:00:00Z,0.076712329,2.339,0.02030313,0.015,-0.001281,2.00E-06,2.10E-05,0.073007,0.077607,0.02660791,0
2017/4/27,10000876,2.35,0.0235,73748,2017-05-24T00:00:00Z,0.073972603,2.344,0.02030313,0.015,0.002138,5.00E-06,2.00E-05,0.07127,0.07807,0.023501874,0
2017/4/28,10000876,2.35,0.0253,45038,2017-05-24T00:00:00Z,0.071232877,2.34,0.02030313,0.015,-0.001706,3.00E-06,1.90E-05,0.069416,0.077816,0.025323548,0
2017/5/2,10000876,2.35,0.0275,32389,2017-05-24T00:00:00Z,0.060273973,2.332,0.02030313,0.015,-0.003419,1.20E-05,1.90E-05,0.068602,0.072002,0.027519498,0
2017/5/3,10000876,2.35,0.0316,44869,2017-05-24T00:00:00Z,0.057534247,2.325,0.02030313,0.015,-0.003002,9.00E-06,1.80E-05,0.067529,0.069329,0.03160598,0
2017/5/4,10000876,2.35,0.0361,48300,2017-05-24T00:00:00Z,0.054794521,2.32,0.02030313,0.015,-0.002151,5.00E-06,1.70E-05,0.066003,0.075403,0.036101912,0
2017/5/5,10000875,2.3,0.0114,77623,2017-05-24T00:00:00Z,0.052054795,2.313,0.02030313,0.015,-0.003017,9.00E-06,1.70E-05,0.065059,0.080459,0.011414127,0
2017/5/8,10000875,2.3,0.0084,59176,2017-05-24T00:00:00Z,0.043835616,2.318,0.02030313,0.015,0.002162,5.00E-06,1.60E-05,0.063635,0.080935,0.008400383,0
2017/5/9,10000876,2.35,0.0372,38527,2017-05-24T00:00:00Z,0.04109589,2.315,0.02030313,0.015,-0.001294,2.00E-06,1.50E-05,0.061901,0.063301,0.037208121,0
2017/5/10,10000876,2.35,0.0314,54802,2017-05-24T00:00:00Z,0.038356164,2.321,0.02030313,0.015,0.002592,7.00E-06,1.50E-05,0.060856,0.059556,0.0313904,0
2017/5/11,10000876,2.35,0.0218,54107,2017-05-24T00:00:00Z,0.035616438,2.334,0.02030313,0.015,0.005601,3.10E-05,1.60E-05,0.062893,0.067093,0.021811081,0
2017/5/12,10000876,2.35,0.0074,95884,2017-05-24T00:00:00Z,0.032876712,2.37,0.02030313,0.015,0.015424,0.000238,2.90E-05,0.08553,0.08933,0.007410596,0
