Trading_date,option_code,K,P,Trading_volume,Maturity_date,T,S,q,r,Rt,Rt2,sigma2,EWMA_sigma,estimated_sigma,spot_price_using_estimation,gap
2019/12/5,10002042,2.9,0.0221,236847,2019-12-25T00:00:00Z,0.054644809,2.919,0.02030313,0.015,0.006205,3.80E-05,5.60E-05,0.118447,0.111747,0.022081122,0
2019/12/6,10002042,2.9,0.0139,175685,2019-12-25T00:00:00Z,0.051912568,2.936,0.02030313,0.015,0.005824,3.40E-05,5.40E-05,0.11705,0.10575,0.013879713,0
2019/12/9,10002043,2.95,0.0356,161548,2019-12-25T00:00:00Z,0.043715847,2.931,0.02030313,0.015,-0.001703,3.00E-06,5.10E-05,0.113677,0.099977,0.035581046,0
2019/12/10,10002042,2.9,0.0123,126792,2019-12-25T00:00:00Z,0.040983607,2.933,0.02030313,0.015,0.000682,0,4.80E-05,0.110246,0.107246,0.01229879,0
2019/12/11,10002043,2.95,0.0254,202611,2019-12-25T00:00:00Z,0.038251366,2.947,0.02030313,0.015,0.004773,2.30E-05,4.70E-05,0.108487,0.102387,0.025380046,0
2019/12/12,10002043,2.95,0.0292,170244,2019-12-25T00:00:00Z,0.035519126,2.937,0.02030313,0.015,-0.003393,1.20E-05,4.50E-05,0.106006,0.098306,0.029183457,0
2019/12/13,10002043,2.95,0.0073,368357,2019-12-25T00:00:00Z,0.032786885,3,0.02030313,0.015,0.02145,0.00046,7.00E-05,0.132364,0.113964,0.007296636,0
2019/12/16,10002044,3,0.0204,284358,2019-12-25T00:00:00Z,0.024590164,2.993,0.02030313,0.015,-0.002333,5.00E-06,6.60E-05,0.128652,0.087752,0.020399783,0
2019/12/17,10002044,3,0.0101,493674,2019-12-25T00:00:00Z,0.021857923,3.025,0.02030313,0.015,0.010692,0.000114,6.90E-05,0.131478,0.112878,0.010090551,0
2019/12/18,10002044,3,0.011,275639,2019-12-25T00:00:00Z,0.019125683,3.017,0.02030313,0.015,-0.002645,7.00E-06,6.50E-05,0.127887,0.109287,0.010997784,0
2019/12/19,10002044,3,0.0109,278062,2019-12-25T00:00:00Z,0.016393443,3.01,0.02030313,0.015,-0.00232,5.00E-06,6.10E-05,0.124319,0.099519,0.010894301,0
2019/12/20,10002044,3,0.0099,261295,2019-12-25T00:00:00Z,0.013661202,3.005,0.02030313,0.015,-0.001661,3.00E-06,5.80E-05,0.120705,0.086705,0.009894917,0
2019/12/23,10002044,3,0.0231,342418,2019-12-25T00:00:00Z,0.005464481,2.979,0.02030313,0.015,-0.008652,7.50E-05,5.90E-05,0.121768,0.100068,0.02309568,0
2019/12/24,10002044,3,0.0143,202368,2019-12-25T00:00:00Z,0.00273224,2.988,0.02030313,0.015,0.003021,9.00E-06,5.60E-05,0.118641,0.105741,0.014297884,0
2019/12/26,10002062,3,0.0318,247584,2020-01-22T00:00:00Z,0.073770492,3.002,0.02030313,0.015,0.007383,5.50E-05,5.30E-05,0.115599,0.099099,0.031770866,0
2019/12/27,10002062,3,0.0278,398746,2020-01-22T00:00:00Z,0.071038251,3.009,0.02030313,0.015,0.002332,5.00E-06,5.00E-05,0.112444,0.098944,0.027795365,0
2019/12/30,10002062,3,0.0186,377015,2020-01-22T00:00:00Z,0.06284153,3.051,0.02030313,0.015,0.013958,0.000195,5.90E-05,0.121782,0.127582,0.018624397,0
2019/12/31,10002062,3,0.0158,241261,2020-01-22T00:00:00Z,0.06010929,3.058,0.02030313,0.015,0.002294,5.00E-06,5.60E-05,0.118409,0.127209,0.015818595,0
2020/1/2,10002062,3,0.0114,322421,2020-01-22T00:00:00Z,0.054644809,3.081,0.02030313,0.015,0.007521,5.70E-05,5.60E-05,0.118468,0.137868,0.011403828,0
2020/1/3,10002063,3.1,0.0535,208639,2020-01-22T00:00:00Z,0.051912568,3.068,0.02030313,0.015,-0.004219,1.80E-05,5.30E-05,0.116025,0.123725,0.053503997,0
2020/1/6,10002062,3,0.0168,315163,2020-01-22T00:00:00Z,0.043715847,3.05,0.02030313,0.015,-0.005867,3.40E-05,5.20E-05,0.11478,0.14378,0.016818766,0
2020/1/7,10002063,3.1,0.0577,245783,2020-01-22T00:00:00Z,0.040983607,3.062,0.02030313,0.015,0.003934,1.50E-05,5.00E-05,0.11233,0.14103,0.057721695,0
2020/1/8,10002062,3,0.0201,342848,2020-01-22T00:00:00Z,0.038251366,3.033,0.02030313,0.015,-0.009471,9.00E-05,5.20E-05,0.114966,0.143966,0.020109317,0
2020/1/9,10002062,3,0.0115,194830,2020-01-22T00:00:00Z,0.035519126,3.057,0.02030313,0.015,0.007913,6.30E-05,5.30E-05,0.115633,0.141233,0.011508526,0
2020/1/10,10002062,3,0.008,164229,2020-01-22T00:00:00Z,0.032786885,3.061,0.02030313,0.015,0.001308,2.00E-06,5.00E-05,0.112226,0.130926,0.008013163,0
2020/1/13,10002063,3.1,0.0354,231524,2020-01-22T00:00:00Z,0.024590164,3.08,0.02030313,0.015,0.006207,3.90E-05,4.90E-05,0.111452,0.123352,0.03540649,0
2020/1/14,10002063,3.1,0.0368,312551,2020-01-22T00:00:00Z,0.021857923,3.076,0.02030313,0.015,-0.001299,2.00E-06,4.60E-05,0.108174,0.123974,0.036803594,0
2020/1/15,10002063,3.1,0.0568,252139,2020-01-22T00:00:00Z,0.019125683,3.046,0.02030313,0.015,-0.009753,9.50E-05,4.90E-05,0.111525,0.106025,0.056792488,0
2020/1/17,10002025,3.05,0.0192,165474,2020-01-22T00:00:00Z,0.013661202,3.042,0.02030313,0.015,0.001976,4.00E-06,4.40E-05,0.105841,0.103641,0.019189721,0
2020/1/20,10002025,3.05,0.0085,150912,2020-01-22T00:00:00Z,0.005464481,3.058,0.02030313,0.015,0.00526,2.80E-05,4.30E-05,0.104635,0.133835,0.008508034,0
2020/1/21,10002062,3,0.0063,249592,2020-01-22T00:00:00Z,0.00273224,3.007,0.02030313,0.015,-0.016678,0.000278,5.80E-05,0.120404,0.149704,0.006305449,0
2020/1/23,10002201,2.95,0.0648,285208,2020-02-26T00:00:00Z,0.092896175,2.925,0.02030313,0.015,-0.026946,0.000726,9.40E-05,0.154239,0.141639,0.064799928,0
2020/2/3,10002268,2.75,0.15,304957,2020-02-26T00:00:00Z,0.06284153,2.707,0.02030313,0.015,-0.07453,0.005555,0.000422,0.326113,0.465813,0.150026124,0
2020/2/4,10002268,2.75,0.0479,264821,2020-02-26T00:00:00Z,0.06010929,2.785,0.02030313,0.015,0.028814,0.00083,0.000447,0.335443,0.234743,0.047875121,0
2020/2/5,10002268,2.75,0.0359,253565,2020-02-26T00:00:00Z,0.057377049,2.801,0.02030313,0.015,0.005745,3.30E-05,0.000422,0.32599,0.21709,0.035898837,0
2020/2/6,10002198,2.8,0.0349,277711,2020-02-26T00:00:00Z,0.054644809,2.842,0.02030313,0.015,0.014638,0.000214,0.000409,0.321144,0.201444,0.034891792,0
2020/2/7,10002198,2.8,0.0393,222061,2020-02-26T00:00:00Z,0.051912568,2.841,0.02030313,0.015,-0.000352,0,0.000385,0.311363,0.223163,0.039294034,0
2020/2/10,10002198,2.8,0.0361,193960,2020-02-26T00:00:00Z,0.043715847,2.839,0.02030313,0.015,-0.000704,0,0.000362,0.30189,0.22579,0.036083336,0
2020/2/11,10002198,2.8,0.019,237425,2020-02-26T00:00:00Z,0.040983607,2.87,0.02030313,0.015,0.010919,0.000119,0.000347,0.295757,0.198857,0.018985083,0
2020/2/12,10002199,2.85,0.0275,160601,2020-02-26T00:00:00Z,0.038251366,2.883,0.02030313,0.015,0.00453,2.10E-05,0.000328,0.287288,0.186588,0.027489674,0
2020/2/13,10002199,2.85,0.0319,191668,2020-02-26T00:00:00Z,0.035519126,2.869,0.02030313,0.015,-0.004856,2.40E-05,0.000309,0.279175,0.188275,0.031893715,0
2020/2/14,10002199,2.85,0.0199,193946,2020-02-26T00:00:00Z,0.032786885,2.885,0.02030313,0.015,0.005577,3.10E-05,0.000293,0.271537,0.166237,0.019885316,0
2020/2/17,10002199,2.85,0.0055,251607,2020-02-26T00:00:00Z,0.024590164,2.939,0.02030313,0.015,0.018718,0.00035,0.000296,0.273141,0.177241,0.005498518,0
2020/2/18,10002200,2.9,0.0222,208869,2020-02-26T00:00:00Z,0.021857923,2.913,0.02030313,0.015,-0.008847,7.80E-05,0.000283,0.267045,0.163745,0.022183213,0
2020/2/19,10002200,2.9,0.0192,198568,2020-02-26T00:00:00Z,0.019125683,2.913,0.02030313,0.015,0,0,0.000266,0.258909,0.156109,0.019185022,0
2020/2/20,10002200,2.9,0.0066,297283,2020-02-26T00:00:00Z,0.016393443,2.967,0.02030313,0.015,0.018538,0.000344,0.000271,0.261166,0.188766,0.006593123,0
2020/2/21,10002201,2.95,0.0184,251167,2020-02-26T00:00:00Z,0.013661202,2.958,0.02030313,0.015,-0.003033,9.00E-06,0.000255,0.253485,0.160285,0.018398285,0
2020/2/24,10002201,2.95,0.042,243322,2020-02-26T00:00:00Z,0.005464481,2.924,0.02030313,0.015,-0.011494,0.000132,0.000248,0.249794,0.311594,0.042008029,0
2020/2/25,10002200,2.9,0.0121,318528,2020-02-26T00:00:00Z,0.00273224,2.899,0.02030313,0.015,-0.00855,7.30E-05,0.000237,0.244455,0.191355,0.012097816,0
2020/2/27,10002078,2.9,0.0575,147666,2020-03-25T00:00:00Z,0.073770492,2.898,0.02030313,0.015,0.001382,2.00E-06,0.00021,0.229943,0.178243,0.057490859,0
2020/2/28,10002077,2.85,0.0851,279710,2020-03-25T00:00:00Z,0.071038251,2.814,0.02030313,0.015,-0.028986,0.00084,0.000248,0.249809,0.215809,0.085078249,0
2020/3/2,10002077,2.85,0.0378,217148,2020-03-25T00:00:00Z,0.063013699,2.899,0.02030313,0.015,0.030206,0.000912,0.000288,0.269176,0.204076,0.037775928,0
2020/3/3,10002078,2.9,0.05,186392,2020-03-25T00:00:00Z,0.060273973,2.907,0.02030313,0.015,0.00276,8.00E-06,0.000271,0.261196,0.186496,0.049996929,0
2020/3/4,10002078,2.9,0.038,159664,2020-03-25T00:00:00Z,0.057534247,2.939,0.02030313,0.015,0.011008,0.000121,0.000262,0.256831,0.196831,0.037978441,0
2020/3/5,10002079,2.95,0.0325,233566,2020-03-25T00:00:00Z,0.054794521,3.004,0.02030313,0.015,0.022116,0.000489,0.000275,0.263439,0.198039,0.032482644,0
2020/3/6,10002079,2.95,0.056,208645,2020-03-25T00:00:00Z,0.052054795,2.951,0.02030313,0.015,-0.017643,0.000311,0.000278,0.264467,0.209067,0.055996849,0
2020/3/9,10002078,2.9,0.0919,267492,2020-03-25T00:00:00Z,0.043835616,2.861,0.02030313,0.015,-0.030498,0.00093,0.000317,0.282506,0.292506,0.091900162,0
2020/3/10,10002078,2.9,0.0581,261983,2020-03-25T00:00:00Z,0.04109589,2.911,0.02030313,0.015,0.017476,0.000305,0.000316,0.282204,0.268904,0.05808882,0
2020/3/11,10002078,2.9,0.0766,187186,2020-03-25T00:00:00Z,0.038356164,2.874,0.02030313,0.015,-0.01271,0.000162,0.000307,0.278035,0.276935,0.076599366,0
2020/3/12,10002077,2.85,0.0711,276179,2020-03-25T00:00:00Z,0.035616438,2.836,0.02030313,0.015,-0.013222,0.000175,0.000299,0.274424,0.297324,0.071121137,0
2020/3/13,10002074,2.7,0.046,276805,2020-03-25T00:00:00Z,0.032876712,2.796,0.02030313,0.015,-0.014104,0.000199,0.000293,0.271658,0.429958,0.046009588,0
2020/3/16,10002075,2.75,0.1212,195268,2020-03-25T00:00:00Z,0.024657534,2.687,0.02030313,0.015,-0.038984,0.00152,0.000366,0.30389,0.50449,0.121205632,0
2020/3/17,10002290,2.65,0.0565,226245,2020-03-25T00:00:00Z,0.021917808,2.675,0.02030313,0.015,-0.004466,2.00E-05,0.000346,0.295144,0.433544,0.056507111,0
2020/3/18,10002290,2.65,0.0811,235895,2020-03-25T00:00:00Z,0.019178082,2.618,0.02030313,0.015,-0.021308,0.000454,0.000352,0.297907,0.437807,0.081102802,0
2020/3/19,10002289,2.6,0.0639,261660,2020-03-25T00:00:00Z,0.016438356,2.564,0.02030313,0.015,-0.020626,0.000425,0.000357,0.29976,0.32886,0.063904399,0
2020/3/20,10002289,2.6,0.0267,253402,2020-03-25T00:00:00Z,0.01369863,2.624,0.02030313,0.015,0.023401,0.000548,0.000368,0.30454,0.30684,0.026707913,0
2020/3/23,10002288,2.55,0.0328,200373,2020-03-25T00:00:00Z,0.005479452,2.553,0.02030313,0.015,-0.027058,0.000732,0.00039,0.313448,0.454548,0.032801646,0
2020/3/24,10002289,2.6,0.013,213708,2020-03-25T00:00:00Z,0.002739726,2.627,0.02030313,0.015,0.028986,0.00084,0.000417,0.324127,0.442127,0.013004923,0
2020/3/26,10002372,2.65,0.0884,131647,2020-04-22T00:00:00Z,0.073972603,2.677,0.02030313,0.015,-0.003722,1.40E-05,0.000399,0.316943,0.349543,0.088416418,0
2020/3/27,10002342,2.7,0.1051,149907,2020-04-22T00:00:00Z,0.071232877,2.692,0.02030313,0.015,0.005603,3.10E-05,0.000377,0.308059,0.350859,0.105121393,0
2020/3/30,10002372,2.65,0.0783,147669,2020-04-22T00:00:00Z,0.063013699,2.68,0.02030313,0.015,-0.004458,2.00E-05,0.000355,0.299177,0.345677,0.0783145,0
2020/3/31,10002342,2.7,0.0998,118696,2020-04-22T00:00:00Z,0.060273973,2.675,0.02030313,0.015,-0.001866,3.00E-06,0.000334,0.290154,0.328254,0.099818509,0
2020/4/1,10002342,2.7,0.0958,159263,2020-04-22T00:00:00Z,0.057534247,2.671,0.02030313,0.015,-0.001495,2.00E-06,0.000314,0.281374,0.311874,0.095819597,0
2020/4/2,10002372,2.65,0.0431,131906,2020-04-22T00:00:00Z,0.054794521,2.706,0.02030313,0.015,0.013104,0.000172,0.000306,0.27752,0.26862,0.0430929,0
2020/4/3,10002342,2.7,0.0749,133543,2020-04-22T00:00:00Z,0.052054795,2.694,0.02030313,0.015,-0.004435,2.00E-05,0.000288,0.269618,0.291518,0.07490348,0
2020/4/7,10002342,2.7,0.043,139904,2020-04-22T00:00:00Z,0.04109589,2.743,0.02030313,0.015,0.018189,0.000331,0.000291,0.270803,0.281503,0.043009942,0
2020/4/8,10002342,2.7,0.0415,120435,2020-04-22T00:00:00Z,0.038356164,2.73,0.02030313,0.015,-0.004739,2.20E-05,0.000275,0.263199,0.259299,0.041496027,0
2020/4/9,10002342,2.7,0.0344,100197,2020-04-22T00:00:00Z,0.035616438,2.739,0.02030313,0.015,0.003297,1.10E-05,0.000259,0.255503,0.251003,0.034399265,0
2020/4/10,10002342,2.7,0.0296,178785,2020-04-22T00:00:00Z,0.032876712,2.738,0.02030313,0.015,-0.000365,0,0.000244,0.247723,0.233623,0.02958264,0
2020/4/13,10002342,2.7,0.0261,108178,2020-04-22T00:00:00Z,0.024657534,2.726,0.02030313,0.015,-0.004383,1.90E-05,0.00023,0.24078,0.22088,0.026089246,0
2020/4/14,10002342,2.7,0.0108,159072,2020-04-22T00:00:00Z,0.021917808,2.771,0.02030313,0.015,0.016508,0.000273,0.000233,0.242109,0.219709,0.010795461,0
2020/4/15,10002343,2.75,0.0311,133236,2020-04-22T00:00:00Z,0.019178082,2.751,0.02030313,0.015,-0.007218,5.20E-05,0.000222,0.236406,0.207006,0.031085849,0
2020/4/16,10002343,2.75,0.0258,141679,2020-04-22T00:00:00Z,0.016438356,2.753,0.02030313,0.015,0.000727,1.00E-06,0.000209,0.229221,0.193021,0.025799289,0
2020/4/17,10002343,2.75,0.0146,227255,2020-04-22T00:00:00Z,0.01369863,2.793,0.02030313,0.015,0.01453,0.000211,0.000209,0.229307,0.243307,0.014601002,0
2020/4/20,10002344,2.8,0.0235,136437,2020-04-22T00:00:00Z,0.005479452,2.803,0.02030313,0.015,0.00358,1.30E-05,0.000197,0.222757,0.301457,0.023504981,0
2020/4/21,10002343,2.75,0.0082,163972,2020-04-22T00:00:00Z,0.002739726,2.771,0.02030313,0.015,-0.011416,0.00013,0.000193,0.220486,0.288386,0.008202838,0
2020/4/22,10002447,2.75,0.0621,116003,2020-05-27T00:00:00Z,0.095890411,2.79,0.02030313,0.015,0.006857,4.70E-05,0.000184,0.215425,0.233925,0.062105142,0
2020/4/23,10002447,2.75,0.06,104397,2020-05-27T00:00:00Z,0.093150685,2.787,0.02030313,0.015,-0.001075,1.00E-06,0.000173,0.208904,0.227304,0.06000588,0
2020/4/24,10002447,2.75,0.06,112819,2020-05-27T00:00:00Z,0.090410959,2.765,0.02030313,0.015,-0.007894,6.20E-05,0.000167,0.204853,0.201653,0.059980271,0
2020/4/27,10002448,2.8,0.0689,122545,2020-05-27T00:00:00Z,0.082191781,2.79,0.02030313,0.015,0.009042,8.20E-05,0.000161,0.2017,0.1978,0.068890259,0
2020/4/28,10002448,2.8,0.0589,184040,2020-05-27T00:00:00Z,0.079452055,2.81,0.02030313,0.015,0.007168,5.10E-05,0.000155,0.197532,0.200732,0.058913256,0
2020/4/29,10002448,2.8,0.053,137390,2020-05-27T00:00:00Z,0.076712329,2.829,0.02030313,0.015,0.006762,4.60E-05,0.000148,0.193311,0.212511,0.053011142,0
2020/4/30,10002448,2.8,0.0446,152711,2020-05-27T00:00:00Z,0.073972603,2.852,0.02030313,0.015,0.00813,6.60E-05,0.000143,0.190069,0.218769,0.04461546,0
2020/5/6,10002448,2.8,0.037,152770,2020-05-27T00:00:00Z,0.057534247,2.848,0.02030313,0.015,-0.001403,2.00E-06,0.000135,0.18436,0.21306,0.037005852,0
2020/5/7,10002448,2.8,0.0335,116110,2020-05-27T00:00:00Z,0.054794521,2.843,0.02030313,0.015,-0.001756,3.00E-06,0.000127,0.178874,0.197074,0.033501521,0
2020/5/8,10002449,2.85,0.0416,134383,2020-05-27T00:00:00Z,0.052054795,2.863,0.02030313,0.015,0.007035,4.90E-05,0.000122,0.175569,0.182769,0.041622082,0
2020/5/11,10002449,2.85,0.039,134902,2020-05-27T00:00:00Z,0.043835616,2.863,0.02030313,0.015,0,0,0.000115,0.17022,0.18842,0.039023646,0
2020/5/12,10002449,2.85,0.039,132077,2020-05-27T00:00:00Z,0.04109589,2.86,0.02030313,0.015,-0.001048,1.00E-06,0.000108,0.165085,0.188685,0.039007149,0
2020/5/13,10002449,2.85,0.0356,148818,2020-05-27T00:00:00Z,0.038356164,2.86,0.02030313,0.015,0,0,0.000102,0.160056,0.180056,0.0356042,0
2020/5/14,10002449,2.85,0.0503,143148,2020-05-27T00:00:00Z,0.035616438,2.831,0.02030313,0.015,-0.01014,0.000103,0.000102,0.16011,0.18621,0.050317649,0
2020/5/15,10002448,2.8,0.0275,148450,2020-05-27T00:00:00Z,0.032876712,2.812,0.02030313,0.015,-0.006711,4.50E-05,9.80E-05,0.157411,0.162411,0.027512066,0
2020/5/18,10002448,2.8,0.0157,158338,2020-05-27T00:00:00Z,0.024657534,2.833,0.02030313,0.015,0.007468,5.60E-05,9.60E-05,0.155354,0.165354,0.015708337,0
2020/5/19,10002449,2.85,0.0238,122304,2020-05-27T00:00:00Z,0.021917808,2.852,0.02030313,0.015,0.006707,4.50E-05,9.30E-05,0.152862,0.146262,0.023793462,0
2020/5/20,10002449,2.85,0.0237,114944,2020-05-27T00:00:00Z,0.019178082,2.849,0.02030313,0.015,-0.001052,1.00E-06,8.70E-05,0.148262,0.146462,0.023699409,0
2020/5/21,10002449,2.85,0.0306,127007,2020-05-27T00:00:00Z,0.016438356,2.838,0.02030313,0.015,-0.003861,1.50E-05,8.30E-05,0.144527,0.164927,0.030602144,0
2020/5/22,10002448,2.8,0.0462,278567,2020-05-27T00:00:00Z,0.01369863,2.768,0.02030313,0.015,-0.024665,0.000608,0.000114,0.169804,0.208704,0.046205103,0
2020/5/25,10002448,2.8,0.0269,128622,2020-05-27T00:00:00Z,0.005479452,2.78,0.02030313,0.015,0.004335,1.90E-05,0.000109,0.165492,0.178892,0.026902085,0
2020/5/26,10002448,2.8,0.0108,115789,2020-05-27T00:00:00Z,0.002739726,2.802,0.02030313,0.015,0.007914,6.30E-05,0.000106,0.163374,0.200974,0.010800587,0
2020/5/28,10002094,2.8,0.0602,208206,2020-06-24T00:00:00Z,0.073972603,2.801,0.02030313,0.015,0.003223,1.00E-05,9.50E-05,0.154669,0.198269,0.060210409,0
2020/5/29,10002094,2.8,0.0619,135828,2020-06-24T00:00:00Z,0.071232877,2.802,0.02030313,0.015,0.000357,0,8.90E-05,0.149964,0.209464,0.061914331,0
2020/6/1,10002094,2.8,0.0269,187567,2020-06-24T00:00:00Z,0.063013699,2.864,0.02030313,0.015,0.022127,0.00049,0.000113,0.168945,0.185345,0.026909092,0
2020/6/2,10002095,2.85,0.0376,120520,2020-06-24T00:00:00Z,0.060273973,2.879,0.02030313,0.015,0.005237,2.70E-05,0.000108,0.16506,0.17986,0.037613375,0
2020/6/3,10002095,2.85,0.0351,130789,2020-06-24T00:00:00Z,0.057534247,2.884,0.02030313,0.015,0.001737,3.00E-06,0.000102,0.160174,0.182174,0.035113262,0
2020/6/4,10002095,2.85,0.037,106330,2020-06-24T00:00:00Z,0.054794521,2.878,0.02030313,0.015,-0.00208,4.00E-06,9.60E-05,0.155505,0.184905,0.03701295,0
2020/6/5,10002095,2.85,0.027,112069,2020-06-24T00:00:00Z,0.052054795,2.892,0.02030313,0.015,0.004864,2.40E-05,9.20E-05,0.15195,0.17085,0.02700752,0
2020/6/8,10002096,2.9,0.0434,126895,2020-06-24T00:00:00Z,0.043835616,2.905,0.02030313,0.015,0.004495,2.00E-05,8.70E-05,0.148354,0.187954,0.043400173,0
2020/6/9,10002096,2.9,0.033,155148,2020-06-24T00:00:00Z,0.04109589,2.923,0.02030313,0.015,0.006196,3.80E-05,8.40E-05,0.145838,0.183938,0.033017384,0
2020/6/10,10002096,2.9,0.04,136859,2020-06-24T00:00:00Z,0.038356164,2.908,0.02030313,0.015,-0.005132,2.60E-05,8.10E-05,0.142797,0.192397,0.040019524,0
2020/6/11,10002096,2.9,0.0583,233007,2020-06-24T00:00:00Z,0.035616438,2.878,0.02030313,0.015,-0.010316,0.000106,8.20E-05,0.144141,0.212441,0.058313963,0
2020/6/12,10002095,2.85,0.0244,257054,2020-06-24T00:00:00Z,0.032876712,2.891,0.02030313,0.015,0.004517,2.00E-05,7.90E-05,0.140849,0.200249,0.02441327,0
2020/6/15,10002095,2.85,0.0453,248833,2020-06-24T00:00:00Z,0.024657534,2.847,0.02030313,0.015,-0.01522,0.000232,8.80E-05,0.148831,0.244431,0.045301747,0
2020/6/16,10002095,2.85,0.0171,194011,2020-06-24T00:00:00Z,0.021917808,2.877,0.02030313,0.015,0.010537,0.000111,8.90E-05,0.150001,0.168401,0.017103793,0
2020/6/17,10002095,2.85,0.0154,158875,2020-06-24T00:00:00Z,0.019178082,2.881,0.02030313,0.015,0.00139,2.00E-06,8.40E-05,0.145532,0.177732,0.01540236,0
2020/6/18,10002096,2.9,0.0269,193576,2020-06-24T00:00:00Z,0.016438356,2.895,0.02030313,0.015,0.004859,2.40E-05,8.00E-05,0.142358,0.163258,0.026904368,0
2020/6/19,10002096,2.9,0.011,249327,2020-06-24T00:00:00Z,0.01369863,2.927,0.02030313,0.015,0.011054,0.000122,8.30E-05,0.144559,0.160559,0.011008571,0
2020/6/22,10002097,2.95,0.038,159411,2020-06-24T00:00:00Z,0.005479452,2.924,0.02030313,0.015,-0.001025,1.00E-06,7.80E-05,0.140212,0.260712,0.038004039,0
2020/6/23,10002096,2.9,0.0036,173449,2020-06-24T00:00:00Z,0.002739726,2.93,0.02030313,0.015,0.002052,4.00E-06,7.40E-05,0.136174,0.224474,0.003601994,0
2020/6/29,10002542,2.9,0.041,143448,2020-07-22T00:00:00Z,0.063013699,2.937,0.02030313,0.015,-0.007099,5.00E-05,7.30E-05,0.135812,0.196012,0.041017747,0
2020/6/30,10002543,2.95,0.052,160030,2020-07-22T00:00:00Z,0.060273973,2.956,0.02030313,0.015,0.006469,4.20E-05,7.10E-05,0.134056,0.188656,0.052013323,0
2020/7/1,10002543,2.95,0.0258,238949,2020-07-22T00:00:00Z,0.057534247,3.027,0.02030313,0.015,0.024019,0.000577,0.000102,0.160049,0.195249,0.02581241,0
2020/7/2,10002544,3,0.0237,279203,2020-07-22T00:00:00Z,0.054794521,3.103,0.02030313,0.015,0.025107,0.00063,0.000133,0.183331,0.217031,0.023708326,0
2020/7/3,10002566,3.1,0.031,244855,2020-07-22T00:00:00Z,0.052054795,3.187,0.02030313,0.015,0.027071,0.000733,0.000169,0.206576,0.228176,0.031021444,0
2020/7/6,10002570,3.2,0.0208,253731,2020-07-22T00:00:00Z,0.043835616,3.469,0.02030313,0.015,0.088484,0.00783,0.000629,0.398115,0.375315,0.020798672,0
2020/7/7,10002624,3.4,0.0766,191501,2020-07-22T00:00:00Z,0.04109589,3.402,0.02030313,0.015,-0.019314,0.000373,0.000614,0.393225,0.280925,0.076575398,0
2020/7/8,10002624,3.4,0.0602,233696,2020-07-22T00:00:00Z,0.038356164,3.447,0.02030313,0.015,0.013228,0.000175,0.000587,0.3847,0.304,0.060198847,0
2020/7/9,10002624,3.4,0.0561,186761,2020-07-22T00:00:00Z,0.035616438,3.459,0.02030313,0.015,0.003481,1.20E-05,0.000553,0.373226,0.317726,0.0560944,0
2020/7/10,10002624,3.4,0.0886,264234,2020-07-22T00:00:00Z,0.032876712,3.373,0.02030313,0.015,-0.024863,0.000618,0.000557,0.374548,0.302248,0.088591308,0
2020/7/13,10002624,3.4,0.0526,273749,2020-07-22T00:00:00Z,0.024657534,3.416,0.02030313,0.015,0.012748,0.000163,0.000533,0.366505,0.281405,0.05259324,0
2020/7/14,10002624,3.4,0.067,294081,2020-07-22T00:00:00Z,0.021917808,3.38,0.02030313,0.015,-0.010539,0.000111,0.000508,0.357695,0.280895,0.066995304,0
2020/7/15,10002624,3.4,0.0862,281097,2020-07-22T00:00:00Z,0.019178082,3.35,0.02030313,0.015,-0.008876,7.90E-05,0.000482,0.348511,0.308811,0.08618587,0
2020/7/16,10002578,3.3,0.1248,441342,2020-07-22T00:00:00Z,0.016438356,3.206,0.02030313,0.015,-0.042985,0.001848,0.000564,0.376975,0.405675,0.124811695,0
2020/7/17,10002570,3.2,0.0209,394714,2020-07-22T00:00:00Z,0.01369863,3.229,0.02030313,0.015,0.007174,5.10E-05,0.000533,0.366554,0.222054,0.020895991,0
2020/7/20,10002578,3.3,0.0184,287420,2020-07-22T00:00:00Z,0.005479452,3.331,0.02030313,0.015,0.031589,0.000998,0.000561,0.376015,0.321415,0.018399852,0
2020/7/21,10002578,3.3,0.009,176541,2020-07-22T00:00:00Z,0.002739726,3.329,0.02030313,0.015,-0.0006,0,0.000527,0.364568,0.292868,0.008997833,0
2020/7/22,10002602,3.3,0.0843,195703,2020-08-26T00:00:00Z,0.095890411,3.334,0.02030313,0.015,0.001502,2.00E-06,0.000496,0.35351,0.24351,0.084291561,0
2020/7/23,10002602,3.3,0.0886,285292,2020-08-26T00:00:00Z,0.093150685,3.331,0.02030313,0.015,-0.0009,1.00E-06,0.000466,0.342758,0.254558,0.088577087,0
2020/7/24,10002602,3.3,0.1653,281705,2020-08-26T00:00:00Z,0.090410959,3.2,0.02030313,0.015,-0.039328,0.001547,0.000531,0.365814,0.275114,0.165296471,0
2020/7/27,10002601,3.2,0.0929,211845,2020-08-26T00:00:00Z,0.082191781,3.211,0.02030313,0.015,0.003437,1.20E-05,0.0005,0.354921,0.266621,0.092864417,0
2020/7/28,10002601,3.2,0.0816,149041,2020-08-26T00:00:00Z,0.079452055,3.231,0.02030313,0.015,0.006229,3.90E-05,0.000472,0.34496,0.26496,0.081574843,0
2020/7/29,10002601,3.2,0.0565,182704,2020-08-26T00:00:00Z,0.076712329,3.291,0.02030313,0.015,0.01857,0.000345,0.000465,0.342158,0.264258,0.056498383,0
