Trading_date,Option_code,K,C,Trading_volume,Maturity_date,T,S,q,r,Rt,Rt2,sigma2,EWMA_sigma,estimated_sigma,spot_price_using_estimation,gap
2019/12/9,10002034,2.95,0.0227,186940,2019-12-25T00:00:00Z,0.043715847,2.931,0.02030313,0.015,-0.001703,3.00E-06,5.10E-05,0.113676986,0.128876986,0.022720902,0
2019/12/10,10002033,2.9,0.0525,123825,2019-12-25T00:00:00Z,0.040983607,2.933,0.02030313,0.015,0.000682,0,4.80E-05,0.110245861,0.144045861,0.052500849,0
2019/12/11,10002034,2.95,0.0256,206627,2019-12-25T00:00:00Z,0.038251366,2.947,0.02030313,0.015,0.004773,2.30E-05,4.70E-05,0.108486849,0.119086849,0.025617333,0
2019/12/12,10002034,2.95,0.0218,179925,2019-12-25T00:00:00Z,0.035519126,2.937,0.02030313,0.015,-0.003393,1.20E-05,4.50E-05,0.106006272,0.126906272,0.021813247,0
2019/12/13,10002035,3,0.0302,561240,2019-12-25T00:00:00Z,0.032786885,3,0.02030313,0.015,0.02145,0.00046,7.00E-05,0.132363658,0.140663658,0.030204984,0
2019/12/16,10002035,3,0.0198,401658,2019-12-25T00:00:00Z,0.024590164,2.993,0.02030313,0.015,-0.002333,5.00E-06,6.60E-05,0.12865166,0.12435166,0.019792646,0
2019/12/17,10002035,3,0.0371,735665,2019-12-25T00:00:00Z,0.021857923,3.025,0.02030313,0.015,0.010692,0.000114,6.90E-05,0.131478329,0.127678329,0.037095482,0
2019/12/18,10002035,3,0.0341,420991,2019-12-25T00:00:00Z,0.019125683,3.017,0.02030313,0.015,-0.002645,7.00E-06,6.50E-05,0.127887091,0.149887091,0.03410063,0
2019/12/19,10002035,3,0.0288,315305,2019-12-25T00:00:00Z,0.016393443,3.01,0.02030313,0.015,-0.00232,5.00E-06,6.10E-05,0.124318931,0.153918931,0.028804919,0
2019/12/20,10002035,3,0.0194,423549,2019-12-25T00:00:00Z,0.013661202,3.005,0.02030313,0.015,-0.001661,3.00E-06,5.80E-05,0.120704623,0.120804623,0.019406934,0
2019/12/23,10002035,3,0.0045,415831,2019-12-25T00:00:00Z,0.005464481,2.979,0.02030313,0.015,-0.008652,7.50E-05,5.90E-05,0.121767539,0.139167539,0.004501542,0
2019/12/24,10002035,3,0.0031,222661,2019-12-25T00:00:00Z,0.00273224,2.988,0.02030313,0.015,0.003021,9.00E-06,5.60E-05,0.118641051,0.122741051,0.003100069,0
2019/12/25,10002053,3,0.039,225216,2020-01-22T00:00:00Z,0.076502732,2.98,0.02030313,0.015,-0.002677,7.00E-06,5.30E-05,0.115496936,0.148396936,0.039027126,0
2019/12/26,10002053,3,0.0493,314127,2020-01-22T00:00:00Z,0.073770492,3.002,0.02030313,0.015,0.007383,5.50E-05,5.30E-05,0.115599484,0.150599484,0.049317629,0
2019/12/27,10002054,3.1,0.0178,532615,2020-01-22T00:00:00Z,0.071038251,3.009,0.02030313,0.015,0.002332,5.00E-06,5.00E-05,0.112444016,0.157844016,0.017806237,0
2019/12/30,10002054,3.1,0.0285,529466,2020-01-22T00:00:00Z,0.06284153,3.051,0.02030313,0.015,0.013958,0.000195,5.90E-05,0.121782001,0.161282001,0.028519104,0
2019/12/31,10002054,3.1,0.0296,306056,2020-01-22T00:00:00Z,0.06010929,3.058,0.02030313,0.015,0.002294,5.00E-06,5.60E-05,0.118408595,0.159808595,0.029624194,0
2020/1/2,10002054,3.1,0.0369,672996,2020-01-22T00:00:00Z,0.054644809,3.081,0.02030313,0.015,0.007521,5.70E-05,5.60E-05,0.118468086,0.160368086,0.036913754,0
2020/1/3,10002054,3.1,0.0281,367837,2020-01-22T00:00:00Z,0.051912568,3.068,0.02030313,0.015,-0.004219,1.80E-05,5.30E-05,0.11602497,0.15182497,0.028109355,0
2020/1/6,10002054,3.1,0.0202,493310,2020-01-22T00:00:00Z,0.043715847,3.05,0.02030313,0.015,-0.005867,3.40E-05,5.20E-05,0.114780419,0.158480419,0.020207892,0
2020/1/7,10002054,3.1,0.0251,357830,2020-01-22T00:00:00Z,0.040983607,3.062,0.02030313,0.015,0.003934,1.50E-05,5.00E-05,0.112330428,0.167330428,0.025107556,0
2020/1/8,10002054,3.1,0.0148,341783,2020-01-22T00:00:00Z,0.038251366,3.033,0.02030313,0.015,-0.009471,9.00E-05,5.20E-05,0.114966431,0.166466431,0.014807943,0
2020/1/9,10002054,3.1,0.0187,280804,2020-01-22T00:00:00Z,0.035519126,3.057,0.02030313,0.015,0.007913,6.30E-05,5.30E-05,0.115632957,0.157432957,0.018706994,0
2020/1/10,10002054,3.1,0.018,211754,2020-01-22T00:00:00Z,0.032786885,3.061,0.02030313,0.015,0.001308,2.00E-06,5.00E-05,0.112225705,0.153725705,0.018001442,0
2020/1/13,10002054,3.1,0.0204,291118,2020-01-22T00:00:00Z,0.024590164,3.08,0.02030313,0.015,0.006207,3.90E-05,4.90E-05,0.111451699,0.152651699,0.020413179,0
2020/1/14,10002054,3.1,0.0166,462139,2020-01-22T00:00:00Z,0.021857923,3.076,0.02030313,0.015,-0.001299,2.00E-06,4.60E-05,0.108174369,0.148574369,0.016600727,0
2020/1/15,10002054,3.1,0.0068,310142,2020-01-22T00:00:00Z,0.019125683,3.046,0.02030313,0.015,-0.009753,9.50E-05,4.90E-05,0.111524886,0.148524886,0.006809058,0
2020/1/16,10002053,3,0.0446,209843,2020-01-22T00:00:00Z,0.016393443,3.036,0.02030313,0.015,-0.003283,1.10E-05,4.70E-05,0.108878355,0.144978355,0.044604263,0
2020/1/17,10002016,3.05,0.0119,245057,2020-01-22T00:00:00Z,0.013661202,3.042,0.02030313,0.015,0.001976,4.00E-06,4.40E-05,0.105840827,0.110340827,0.011900446,0
2020/1/20,10002016,3.05,0.0138,183076,2020-01-22T00:00:00Z,0.005464481,3.058,0.02030313,0.015,0.00526,2.80E-05,4.30E-05,0.104634745,0.103434745,0.013799804,0
2020/1/21,10002053,3,0.0134,257910,2020-01-22T00:00:00Z,0.00273224,3.007,0.02030313,0.015,-0.016678,0.000278,5.80E-05,0.12040357,0.15210357,0.013405534,0
2020/1/23,10002193,3,0.0318,323177,2020-02-26T00:00:00Z,0.092896175,2.925,0.02030313,0.015,-0.026946,0.000726,9.40E-05,0.154238972,0.174438972,0.031806459,0
2020/2/3,10002193,3,0.0072,219727,2020-02-26T00:00:00Z,0.06284153,2.707,0.02030313,0.015,-0.07453,0.005555,0.000422,0.326112662,0.289112662,0.007192567,0
2020/2/4,10002189,2.8,0.0467,254899,2020-02-26T00:00:00Z,0.06010929,2.785,0.02030313,0.015,0.028814,0.00083,0.000447,0.335442976,0.198842976,0.046680013,0
2020/2/5,10002189,2.8,0.0456,243995,2020-02-26T00:00:00Z,0.057377049,2.801,0.02030313,0.015,0.005745,3.30E-05,0.000422,0.325990364,0.170290364,0.045597315,0
2020/2/6,10002189,2.8,0.0696,265350,2020-02-26T00:00:00Z,0.054644809,2.842,0.02030313,0.015,0.014638,0.000214,0.000409,0.321143502,0.175543502,0.069594184,0
2020/2/7,10002190,2.85,0.0471,182368,2020-02-26T00:00:00Z,0.051912568,2.841,0.02030313,0.015,-0.000352,0,0.000385,0.311363183,0.200563183,0.047082138,0
2020/2/10,10002189,2.8,0.0637,174848,2020-02-26T00:00:00Z,0.043715847,2.839,0.02030313,0.015,-0.000704,0,0.000362,0.301890217,0.177690217,0.063679683,0
2020/2/11,10002190,2.85,0.0476,252846,2020-02-26T00:00:00Z,0.040983607,2.87,0.02030313,0.015,0.010919,0.000119,0.000347,0.295757042,0.160757042,0.047587133,0
2020/2/12,10002190,2.85,0.051,165707,2020-02-26T00:00:00Z,0.038251366,2.883,0.02030313,0.015,0.00453,2.10E-05,0.000328,0.287287517,0.144187517,0.050981434,0
2020/2/13,10002191,2.9,0.0202,190296,2020-02-26T00:00:00Z,0.035519126,2.869,0.02030313,0.015,-0.004856,2.40E-05,0.000309,0.27917489,0.15517489,0.020193678,0
2020/2/14,10002190,2.85,0.0522,177986,2020-02-26T00:00:00Z,0.032786885,2.885,0.02030313,0.015,0.005577,3.10E-05,0.000293,0.27153739,0.15473739,0.052182184,0
2020/2/17,10002191,2.9,0.0497,312647,2020-02-26T00:00:00Z,0.024590164,2.939,0.02030313,0.015,0.018718,0.00035,0.000296,0.273140654,0.142140654,0.049690195,0
2020/2/18,10002191,2.9,0.0335,199117,2020-02-26T00:00:00Z,0.021857923,2.913,0.02030313,0.015,-0.008847,7.80E-05,0.000283,0.267044528,0.155744528,0.033493677,0
2020/2/19,10002191,2.9,0.0315,224749,2020-02-26T00:00:00Z,0.019125683,2.913,0.02030313,0.015,0,0,0.000266,0.258909276,0.153609276,0.03149351,0
2020/2/20,10002192,2.95,0.0271,360474,2020-02-26T00:00:00Z,0.016393443,2.967,0.02030313,0.015,0.018538,0.000344,0.000271,0.261166313,0.115566313,0.027089507,0
2020/2/21,10002192,2.95,0.0232,297844,2020-02-26T00:00:00Z,0.013661202,2.958,0.02030313,0.015,-0.003033,9.00E-06,0.000255,0.253484706,0.138284706,0.023187446,0
2020/2/24,10002192,2.95,0.0063,260959,2020-02-26T00:00:00Z,0.005464481,2.924,0.02030313,0.015,-0.011494,0.000132,0.000248,0.249793612,0.185693612,0.006294211,0
2020/2/25,10002191,2.9,0.0128,256739,2020-02-26T00:00:00Z,0.00273224,2.899,0.02030313,0.015,-0.00855,7.30E-05,0.000237,0.244455169,0.220155169,0.012796125,0
2020/2/27,10002069,2.9,0.0614,153034,2020-03-25T00:00:00Z,0.073770492,2.898,0.02030313,0.015,0.001382,2.00E-06,0.00021,0.229942654,0.200642654,0.061384011,0
2020/2/28,10002069,2.9,0.0344,249064,2020-03-25T00:00:00Z,0.071038251,2.814,0.02030313,0.015,-0.028986,0.00084,0.000248,0.249808767,0.228708767,0.034390872,0
2020/3/2,10002069,2.9,0.0566,272918,2020-03-25T00:00:00Z,0.063013699,2.899,0.02030313,0.015,0.030206,0.000912,0.000288,0.269176118,0.198476118,0.056583326,0
2020/3/3,10002070,2.95,0.038,213932,2020-03-25T00:00:00Z,0.060273973,2.907,0.02030313,0.015,0.00276,8.00E-06,0.000271,0.261196435,0.199896435,0.037979343,0
2020/3/4,10002069,2.9,0.08,195884,2020-03-25T00:00:00Z,0.057534247,2.939,0.02030313,0.015,0.011008,0.000121,0.000262,0.256831299,0.211431299,0.079980046,0
2020/3/5,10002071,3,0.0574,458023,2020-03-25T00:00:00Z,0.054794521,3.004,0.02030313,0.015,0.022116,0.000489,0.000275,0.263439325,0.199239325,0.057372483,0
2020/3/6,10002071,3,0.0387,258738,2020-03-25T00:00:00Z,0.052054795,2.951,0.02030313,0.015,-0.017643,0.000311,0.000278,0.264467053,0.222967053,0.03867477,0
2020/3/9,10002071,3,0.0175,239951,2020-03-25T00:00:00Z,0.043835616,2.861,0.02030313,0.015,-0.030498,0.00093,0.000317,0.282506484,0.264606484,0.017496267,0
2020/3/10,10002069,2.9,0.0758,324679,2020-03-25T00:00:00Z,0.04109589,2.911,0.02030313,0.015,0.017476,0.000305,0.000316,0.282204433,0.300304433,0.075803991,0
2020/3/11,10002069,2.9,0.0512,219294,2020-03-25T00:00:00Z,0.038356164,2.874,0.02030313,0.015,-0.01271,0.000162,0.000307,0.278035403,0.282235403,0.051207672,0
2020/3/12,10002069,2.9,0.0405,221390,2020-03-25T00:00:00Z,0.035616438,2.836,0.02030313,0.015,-0.013222,0.000175,0.000299,0.274424412,0.314924412,0.04051092,0
2020/3/13,10002068,2.85,0.0596,266463,2020-03-25T00:00:00Z,0.032876712,2.796,0.02030313,0.015,-0.014104,0.000199,0.000293,0.271658065,0.411958065,0.059614987,0
2020/3/16,10002067,2.8,0.0295,211494,2020-03-25T00:00:00Z,0.024657534,2.687,0.02030313,0.015,-0.038984,0.00152,0.000366,0.303890083,0.422190083,0.029502413,0
2020/3/17,10002065,2.7,0.0569,247166,2020-03-25T00:00:00Z,0.021917808,2.675,0.02030313,0.015,-0.004466,2.00E-05,0.000346,0.295143686,0.433843686,0.056912374,0
2020/3/18,10002065,2.7,0.0162,289056,2020-03-25T00:00:00Z,0.019178082,2.618,0.02030313,0.015,-0.021308,0.000454,0.000352,0.297906729,0.314106729,0.016201236,0
2020/3/19,10002285,2.6,0.0319,248041,2020-03-25T00:00:00Z,0.016438356,2.564,0.02030313,0.015,-0.020626,0.000425,0.000357,0.299760427,0.362460427,0.031907607,0
2020/3/20,10002285,2.6,0.0511,292848,2020-03-25T00:00:00Z,0.01369863,2.624,0.02030313,0.015,0.023401,0.000548,0.000368,0.304540152,0.311840152,0.051102958,0
2020/3/23,10002284,2.55,0.0353,196037,2020-03-25T00:00:00Z,0.005479452,2.553,0.02030313,0.015,-0.027058,0.000732,0.00039,0.313448319,0.448948319,0.035305641,0
2020/3/24,10002285,2.6,0.0361,308565,2020-03-25T00:00:00Z,0.002739726,2.627,0.02030313,0.015,0.028986,0.00084,0.000417,0.324126629,0.362226629,0.036103281,0
2020/3/26,10002333,2.7,0.0774,187187,2020-04-22T00:00:00Z,0.073972603,2.677,0.02030313,0.015,-0.003722,1.40E-05,0.000399,0.316943042,0.305143042,0.077376594,0
2020/3/27,10002333,2.7,0.0866,221320,2020-04-22T00:00:00Z,0.071232877,2.692,0.02030313,0.015,0.005603,3.10E-05,0.000377,0.308059148,0.317659148,0.086612153,0
2020/3/30,10002333,2.7,0.0775,175192,2020-04-22T00:00:00Z,0.063013699,2.68,0.02030313,0.015,-0.004458,2.00E-05,0.000355,0.299176965,0.325476965,0.077515633,0
2020/3/31,10002333,2.7,0.0663,188870,2020-04-22T00:00:00Z,0.060273973,2.675,0.02030313,0.015,-0.001866,3.00E-06,0.000334,0.290153535,0.298853535,0.066322382,0
2020/4/1,10002333,2.7,0.055,200040,2020-04-22T00:00:00Z,0.057534247,2.671,0.02030313,0.015,-0.001495,2.00E-06,0.000314,0.281374373,0.268274373,0.054986934,0
2020/4/2,10002333,2.7,0.0693,189972,2020-04-22T00:00:00Z,0.054794521,2.706,0.02030313,0.015,0.013104,0.000172,0.000306,0.277520193,0.264320193,0.069281842,0
2020/4/3,10002333,2.7,0.0624,162361,2020-04-22T00:00:00Z,0.052054795,2.694,0.02030313,0.015,-0.004435,2.00E-05,0.000288,0.269617792,0.267917792,0.062384429,0
2020/4/7,10002333,2.7,0.079,171466,2020-04-22T00:00:00Z,0.04109589,2.743,0.02030313,0.015,0.018189,0.000331,0.000291,0.270802856,0.251202856,0.07899707,0
2020/4/8,10002334,2.75,0.0409,125510,2020-04-22T00:00:00Z,0.038356164,2.73,0.02030313,0.015,-0.004739,2.20E-05,0.000275,0.26319907,0.23609907,0.040897205,0
2020/4/9,10002334,2.75,0.0394,110086,2020-04-22T00:00:00Z,0.035616438,2.739,0.02030313,0.015,0.003297,1.10E-05,0.000259,0.255502747,0.217502747,0.039390681,0
2020/4/10,10002334,2.75,0.0352,222552,2020-04-22T00:00:00Z,0.032876712,2.738,0.02030313,0.015,-0.000365,0,0.000244,0.247723172,0.207323172,0.03519019,0
2020/4/13,10002334,2.75,0.0225,115772,2020-04-22T00:00:00Z,0.024657534,2.726,0.02030313,0.015,-0.004383,1.90E-05,0.00023,0.240780393,0.193980393,0.022490602,0
2020/4/14,10002334,2.75,0.0387,201897,2020-04-22T00:00:00Z,0.021917808,2.771,0.02030313,0.015,0.016508,0.000273,0.000233,0.242109377,0.166309377,0.038684441,0
2020/4/15,10002334,2.75,0.028,163767,2020-04-22T00:00:00Z,0.019178082,2.751,0.02030313,0.015,-0.007218,5.20E-05,0.000222,0.236405569,0.181905569,0.027993469,0
2020/4/16,10002334,2.75,0.0265,173427,2020-04-22T00:00:00Z,0.016438356,2.753,0.02030313,0.015,0.000727,1.00E-06,0.000209,0.229221136,0.178321136,0.026492395,0
2020/4/17,10002335,2.8,0.016,324762,2020-04-22T00:00:00Z,0.01369863,2.793,0.02030313,0.015,0.01453,0.000211,0.000209,0.229307138,0.148507138,0.015998311,0
2020/4/20,10002335,2.8,0.0161,175701,2020-04-22T00:00:00Z,0.005479452,2.803,0.02030313,0.015,0.00358,1.30E-05,0.000197,0.222757004,0.176357004,0.016094294,0
2020/4/21,10002334,2.75,0.023,166212,2020-04-22T00:00:00Z,0.002739726,2.771,0.02030313,0.015,-0.011416,0.00013,0.000193,0.220485995,0.153185995,0.022996795,0
2020/4/23,10002439,2.8,0.0422,153726,2020-05-27T00:00:00Z,0.093150685,2.787,0.02030313,0.015,-0.001075,1.00E-06,0.000173,0.208904497,0.144404497,0.042188283,0
2020/4/24,10002438,2.75,0.0586,109038,2020-05-27T00:00:00Z,0.090410959,2.765,0.02030313,0.015,-0.007894,6.20E-05,0.000167,0.20485307,0.15585307,0.058581776,0
2020/4/27,10002439,2.8,0.0414,183790,2020-05-27T00:00:00Z,0.082191781,2.79,0.02030313,0.015,0.009042,8.20E-05,0.000161,0.201700171,0.146500171,0.041373172,0
2020/4/28,10002439,2.8,0.0477,229425,2020-05-27T00:00:00Z,0.079452055,2.81,0.02030313,0.015,0.007168,5.10E-05,0.000155,0.197532149,0.136932149,0.047674382,0
2020/4/29,10002439,2.8,0.0586,179977,2020-05-27T00:00:00Z,0.076712329,2.829,0.02030313,0.015,0.006762,4.60E-05,0.000148,0.19331084,0.13931084,0.058586577,0
2020/4/30,10002440,2.85,0.0534,205618,2020-05-27T00:00:00Z,0.073972603,2.852,0.02030313,0.015,0.00813,6.60E-05,0.000143,0.190069306,0.171369306,0.05337961,0
2020/5/6,10002440,2.85,0.0435,166599,2020-05-27T00:00:00Z,0.057534247,2.848,0.02030313,0.015,-0.001403,2.00E-06,0.000135,0.18435971,0.16485971,0.043477723,0
2020/5/7,10002439,2.8,0.062,127650,2020-05-27T00:00:00Z,0.054794521,2.843,0.02030313,0.015,-0.001756,3.00E-06,0.000127,0.178873686,0.141273686,0.061991663,0
2020/5/8,10002440,2.85,0.0411,179808,2020-05-27T00:00:00Z,0.052054795,2.863,0.02030313,0.015,0.007035,4.90E-05,0.000122,0.175568554,0.133368554,0.041084153,0
2020/5/11,10002440,2.85,0.0404,163872,2020-05-27T00:00:00Z,0.043835616,2.863,0.02030313,0.015,0,0,0.000115,0.170220029,0.142020029,0.040377179,0
2020/5/12,10002440,2.85,0.0373,145436,2020-05-27T00:00:00Z,0.04109589,2.86,0.02030313,0.015,-0.001048,1.00E-06,0.000108,0.165084731,0.140384731,0.037290571,0
2020/5/13,10002440,2.85,0.0361,167946,2020-05-27T00:00:00Z,0.038356164,2.86,0.02030313,0.015,0,0,0.000102,0.160055585,0.139755585,0.036085145,0
2020/5/14,10002440,2.85,0.0223,169860,2020-05-27T00:00:00Z,0.035616438,2.831,0.02030313,0.015,-0.01014,0.000103,0.000102,0.160110313,0.145410313,0.022285777,0
2020/5/15,10002440,2.85,0.0158,181786,2020-05-27T00:00:00Z,0.032876712,2.812,0.02030313,0.015,-0.006711,4.50E-05,9.80E-05,0.157411067,0.153111067,0.015784567,0
2020/5/18,10002440,2.85,0.0178,195879,2020-05-27T00:00:00Z,0.024657534,2.833,0.02030313,0.015,0.007468,5.60E-05,9.60E-05,0.155353809,0.143553809,0.017793246,0
2020/5/19,10002440,2.85,0.0241,176336,2020-05-27T00:00:00Z,0.021917808,2.852,0.02030313,0.015,0.006707,4.50E-05,9.30E-05,0.152862051,0.138162051,0.024098649,0
2020/5/20,10002440,2.85,0.0225,148229,2020-05-27T00:00:00Z,0.019178082,2.849,0.02030313,0.015,-0.001052,1.00E-06,8.70E-05,0.148261689,0.146961689,0.022488655,0
2020/5/21,10002440,2.85,0.0159,161756,2020-05-27T00:00:00Z,0.016438356,2.838,0.02030313,0.015,-0.003861,1.50E-05,8.30E-05,0.144526938,0.147726938,0.015913809,0
2020/5/22,10002439,2.8,0.0097,312292,2020-05-27T00:00:00Z,0.01369863,2.768,0.02030313,0.015,-0.024665,0.000608,0.000114,0.169803953,0.170703953,0.009704519,0
2020/5/25,10002439,2.8,0.0072,167476,2020-05-27T00:00:00Z,0.005479452,2.78,0.02030313,0.015,0.004335,1.90E-05,0.000109,0.165491848,0.184191848,0.007201212,0
2020/5/26,10002439,2.8,0.0105,176967,2020-05-27T00:00:00Z,0.002739726,2.802,0.02030313,0.015,0.007914,6.30E-05,0.000106,0.163374436,0.162174436,0.010496779,0
2020/5/28,10002085,2.8,0.0471,263510,2020-06-24T00:00:00Z,0.073972603,2.801,0.02030313,0.015,0.003223,1.00E-05,9.50E-05,0.154668962,0.155468962,0.047127243,0
2020/5/29,10002085,2.8,0.0458,156438,2020-06-24T00:00:00Z,0.071232877,2.802,0.02030313,0.015,0.000357,0,8.90E-05,0.149963548,0.152263548,0.045822548,0
2020/6/1,10002086,2.85,0.0439,204441,2020-06-24T00:00:00Z,0.063013699,2.864,0.02030313,0.015,0.022127,0.00049,0.000113,0.168945467,0.129445467,0.043873223,0
2020/6/2,10002086,2.85,0.0499,153364,2020-06-24T00:00:00Z,0.060273973,2.879,0.02030313,0.015,0.005237,2.70E-05,0.000108,0.165059894,0.121459894,0.049889716,0
2020/6/3,10002087,2.9,0.0317,235560,2020-06-24T00:00:00Z,0.057534247,2.884,0.02030313,0.015,0.001737,3.00E-06,0.000102,0.160173927,0.143073927,0.031690297,0
2020/6/4,10002087,2.9,0.0296,125633,2020-06-24T00:00:00Z,0.054794521,2.878,0.02030313,0.015,-0.00208,4.00E-06,9.60E-05,0.155504948,0.148304948,0.029593723,0
2020/6/5,10002087,2.9,0.034,122204,2020-06-24T00:00:00Z,0.052054795,2.892,0.02030313,0.015,0.004864,2.40E-05,9.20E-05,0.151949564,0.145149564,0.033989059,0
2020/6/8,10002087,2.9,0.034,220091,2020-06-24T00:00:00Z,0.043835616,2.905,0.02030313,0.015,0.004495,2.00E-05,8.70E-05,0.148353872,0.131153872,0.033978463,0
2020/6/9,10002087,2.9,0.0429,201253,2020-06-24T00:00:00Z,0.04109589,2.923,0.02030313,0.015,0.006196,3.80E-05,8.40E-05,0.145838411,0.129238411,0.042880505,0
2020/6/10,10002087,2.9,0.0359,151377,2020-06-24T00:00:00Z,0.038356164,2.908,0.02030313,0.015,-0.005132,2.60E-05,8.10E-05,0.14279667,0.14139667,0.035897519,0
2020/6/11,10002087,2.9,0.0191,282742,2020-06-24T00:00:00Z,0.035616438,2.878,0.02030313,0.015,-0.010316,0.000106,8.20E-05,0.144140969,0.133240969,0.019080409,0
2020/6/12,10002087,2.9,0.02,214633,2020-06-24T00:00:00Z,0.032876712,2.891,0.02030313,0.015,0.004517,2.00E-05,7.90E-05,0.140849292,0.116749292,0.019981925,0
2020/6/15,10002087,2.9,0.0062,220310,2020-06-24T00:00:00Z,0.024657534,2.847,0.02030313,0.015,-0.01522,0.000232,8.80E-05,0.148830686,0.133430686,0.006193661,0
2020/6/16,10002087,2.9,0.0143,204876,2020-06-24T00:00:00Z,0.021917808,2.877,0.02030313,0.015,0.010537,0.000111,8.90E-05,0.150001392,0.141801392,0.01428703,0
2020/6/17,10002087,2.9,0.0126,151986,2020-06-24T00:00:00Z,0.019178082,2.881,0.02030313,0.015,0.00139,2.00E-06,8.40E-05,0.145532196,0.130532196,0.012598667,0
2020/6/18,10002087,2.9,0.0162,209160,2020-06-24T00:00:00Z,0.016438356,2.895,0.02030313,0.015,0.004859,2.40E-05,8.00E-05,0.142358303,0.126258303,0.016198112,0
2020/6/19,10002087,2.9,0.0291,304975,2020-06-24T00:00:00Z,0.01369863,2.927,0.02030313,0.015,0.011054,0.000122,8.30E-05,0.144559007,0.079559007,0.02909621,0
2020/6/22,10002087,2.9,0.0246,198035,2020-06-24T00:00:00Z,0.005479452,2.924,0.02030313,0.015,-0.001025,1.00E-06,7.80E-05,0.14021181,0.08101181,0.024597516,0
2020/6/29,10002534,2.95,0.0385,163127,2020-07-22T00:00:00Z,0.063013699,2.937,0.02030313,0.015,-0.007099,5.00E-05,7.30E-05,0.135812456,0.153412456,0.03852838,0
2020/6/30,10002534,2.95,0.041,197314,2020-07-22T00:00:00Z,0.060273973,2.956,0.02030313,0.015,0.006469,4.20E-05,7.10E-05,0.134056329,0.132956329,0.040990111,0
2020/7/1,10002535,3,0.0569,342263,2020-07-22T00:00:00Z,0.057534247,3.027,0.02030313,0.015,0.024019,0.000577,0.000102,0.16004908,0.14784908,0.056878033,0
2020/7/2,10002565,3.1,0.06,494526,2020-07-22T00:00:00Z,0.054794521,3.103,0.02030313,0.015,0.025107,0.00063,0.000133,0.183330601,0.203830601,0.060028016,0
2020/7/3,10002569,3.2,0.0598,482143,2020-07-22T00:00:00Z,0.052054795,3.187,0.02030313,0.015,0.027071,0.000733,0.000169,0.206576094,0.229076094,0.059813394,0
2020/7/6,10002623,3.4,0.1735,532822,2020-07-22T00:00:00Z,0.043835616,3.469,0.02030313,0.015,0.088484,0.00783,0.000629,0.398114705,0.477214705,0.173500298,0
2020/7/7,10002637,3.5,0.0555,489375,2020-07-22T00:00:00Z,0.04109589,3.402,0.02030313,0.015,-0.019314,0.000373,0.000614,0.393224843,0.347724843,0.05549631,0
2020/7/8,10002637,3.5,0.074,438914,2020-07-22T00:00:00Z,0.038356164,3.447,0.02030313,0.015,0.013228,0.000175,0.000587,0.384699536,0.363299536,0.073989473,0
2020/7/9,10002637,3.5,0.0732,358377,2020-07-22T00:00:00Z,0.035616438,3.459,0.02030313,0.015,0.003481,1.20E-05,0.000553,0.373225607,0.353425607,0.073181983,0
2020/7/10,10002623,3.4,0.0658,383953,2020-07-22T00:00:00Z,0.032876712,3.373,0.02030313,0.015,-0.024863,0.000618,0.000557,0.374547703,0.321947703,0.065788109,0
2020/7/13,10002623,3.4,0.0689,451584,2020-07-22T00:00:00Z,0.024657534,3.416,0.02030313,0.015,0.012748,0.000163,0.000533,0.366505267,0.284905267,0.068883682,0
2020/7/14,10002623,3.4,0.0478,486820,2020-07-22T00:00:00Z,0.021917808,3.38,0.02030313,0.015,-0.010539,0.000111,0.000508,0.357695144,0.286895144,0.047797541,0
2020/7/15,10002623,3.4,0.0353,444706,2020-07-22T00:00:00Z,0.019178082,3.35,0.02030313,0.015,-0.008876,7.90E-05,0.000482,0.348511409,0.305611409,0.035298962,0
2020/7/16,10002623,3.4,0.008,441004,2020-07-22T00:00:00Z,0.016438356,3.206,0.02030313,0.015,-0.042985,0.001848,0.000564,0.376974887,0.368874887,0.007992973,0
2020/7/17,10002569,3.2,0.0556,375861,2020-07-22T00:00:00Z,0.01369863,3.229,0.02030313,0.015,0.007174,5.10E-05,0.000533,0.366553737,0.263653737,0.055593249,0
2020/7/20,10002577,3.3,0.0428,474005,2020-07-22T00:00:00Z,0.005479452,3.331,0.02030313,0.015,0.031589,0.000998,0.000561,0.37601516,0.24801516,0.042794607,0
2020/7/21,10002577,3.3,0.0343,248252,2020-07-22T00:00:00Z,0.002739726,3.329,0.02030313,0.015,-0.0006,0,0.000527,0.364567699,0.227867699,0.034295335,0
2020/7/22,10002625,3.4,0.0751,283415,2020-08-26T00:00:00Z,0.095890411,3.334,0.02030313,0.015,0.001502,2.00E-06,0.000496,0.353509745,0.254009745,0.075077045,0
2020/7/23,10002593,3.3,0.1189,269893,2020-08-26T00:00:00Z,0.093150685,3.331,0.02030313,0.015,-0.0009,1.00E-06,0.000466,0.342758273,0.257058273,0.118891475,0
2020/7/24,10002593,3.3,0.0695,285533,2020-08-26T00:00:00Z,0.090410959,3.2,0.02030313,0.015,-0.039328,0.001547,0.000531,0.365813691,0.290513691,0.069496858,0
2020/7/27,10002592,3.2,0.1076,199508,2020-08-26T00:00:00Z,0.082191781,3.211,0.02030313,0.015,0.003437,1.20E-05,0.0005,0.354921317,0.280621317,0.107571018,0
